date,first_male,first_female,finishers,helpers,last_updated
2012-05-05,Iain ROBERTSON,Becky SCHOFIELD,338,14,2026-04-01 08:10:30.699583
2012-05-12,Matt ELLIS,Imogen TURNER,302,14,2026-04-01 08:10:30.699583
2012-05-19,Rick WARD,Rowena LEARY,354,11,2026-04-01 08:10:30.699583
2012-05-26,James SENIOR,Emily HOOGKAMER,329,14,2026-04-01 08:10:30.699583
2012-06-02,Rick WARD,Alexandra SMITH,326,13,2026-04-01 08:10:30.699583
2012-06-09,Peter NEWTON,Emily HOOGKAMER,261,16,2026-04-01 08:10:30.699583
2012-06-16,Neil DAVISON,Helen MIAN,321,16,2026-04-01 08:10:30.699583
2012-06-23,Alec BEANEY,Alexandra SMITH,310,14,2026-04-01 08:10:30.699583
2012-06-30,Joseph HAWES,Megan ELLICE,298,16,2026-04-01 08:10:30.699583
2012-07-07,Stephen GIBBS,Mabel BECKETT,303,15,2026-04-01 08:10:30.699583
2012-07-14,James PRESTON,Eleanor MATTHEWS,308,15,2026-04-01 08:10:30.699583
2012-07-21,Scott GREEVES,Rowena LEARY,281,17,2026-04-01 08:10:30.699583
2012-07-28,John BROOM,Dawn BROOM,287,16,2026-04-01 08:10:30.699583
2012-08-04,Dominic William BLAKE,Elies MANN,397,17,2026-04-01 08:10:30.699583
2012-08-11,James SENIOR,Mabel BECKETT,372,17,2026-04-01 08:10:30.699583
2012-08-18,James PRESTON,Mabel BECKETT,305,15,2026-04-01 08:10:30.699583
2012-08-25,Stu HUNTINGTON,Alexandra SMITH,332,16,2026-04-01 08:10:30.699583
2012-09-01,Jan KAISER,Alexandra SMITH,320,14,2026-04-01 08:10:30.699583
2012-09-08,Joseph HAWES,Eleanor MATTHEWS,378,16,2026-04-01 08:10:30.699583
2012-09-15,Jan KAISER,Helen MIAN,378,21,2026-04-01 08:10:30.699583
2012-09-22,Guy AMOS,Alexandra SMITH,377,17,2026-04-01 08:10:30.699583
2012-09-29,Ian GALT,Eleanor MATTHEWS,357,18,2026-04-01 08:10:30.699583
2012-10-06,Piers ARNOLD,Georgie FIZZ,411,19,2026-04-01 08:10:30.699583
2012-10-13,Daniel MIDDLETON,Carla BROWN,352,21,2026-04-01 08:10:30.699583
2012-10-20,Michael ECCLES,Rowena LEARY,353,21,2026-04-01 08:10:30.699583
2012-10-27,Piers ARNOLD,Rowena LEARY,251,16,2026-04-01 08:10:30.699583
2012-11-03,Luke ALDEN,Mabel BECKETT,316,20,2026-04-01 08:10:30.699583
2012-11-10,Piers ARNOLD,Lynn EMMETT,285,21,2026-04-01 08:10:30.699583
2012-11-17,Carl GOOSE,Alexandra SMITH,353,18,2026-04-01 08:10:30.699583
2012-11-24,Scott GREEVES,Lynn EMMETT,264,19,2026-04-01 08:10:30.699583
2012-12-01,Piers ARNOLD,Becky SCHOFIELD,258,18,2026-04-01 08:10:30.699583
2012-12-08,Mark GRUBB,Emily HOOGKAMER,261,19,2026-04-01 08:10:30.699583
2012-12-15,James BEREHOWSKYJ,Rowena LEARY,254,21,2026-04-01 08:10:30.699583
2012-12-22,Martin HEWETSON,Rosie EARL,238,19,2026-04-01 08:10:30.699583
2012-12-25,Nick EARL,Ruth SENIOR,297,15,2026-04-01 08:10:30.699583
2012-12-29,Piers ARNOLD,Olivia WALWYN,286,16,2026-04-01 08:10:30.699583
2013-01-05,Daniel MIDDLETON,Jane CLARKE,351,19,2026-04-01 08:10:30.699583
2013-01-12,Scott GREEVES,Rowena LEARY,408,21,2026-04-01 08:10:30.699583
2013-02-02,Sean WATSON,Rowena LEARY,350,18,2026-04-01 08:10:30.699583
2013-02-09,Neil DAVISON,Mabel BECKETT,315,21,2026-04-01 08:10:30.699583
2013-02-16,Edward FOSTER,Georgie FIZZ,307,21,2026-04-01 08:10:30.699583
2013-02-23,Piers ARNOLD,Rowena LEARY,265,18,2026-04-01 08:10:30.699583
2013-03-02,Nick EARL,Rowena LEARY,334,17,2026-04-01 08:10:30.699583
2013-03-09,Daniel MIDDLETON,Rowena LEARY,231,19,2026-04-01 08:10:30.699583
2013-03-16,Piers ARNOLD,Amy BECK,254,21,2026-04-01 08:10:30.699583
2013-03-23,Scott GREEVES,Mabel BECKETT,231,21,2026-04-01 08:10:30.699583
2013-03-30,Adam BAMFORD,Tamara JORDAN,275,21,2026-04-01 08:10:30.699583
2013-04-06,Ben F RUSSELL,Amy BECK,338,18,2026-04-01 08:10:30.699583
2013-04-13,Luke MOSELEY,Eve DEWSNAP,374,0,2026-04-01 08:10:30.699583
2013-04-20,Adam J THOMAS,Rowena LEARY,397,20,2026-04-01 08:10:30.699583
2013-04-27,Adam J THOMAS,Amy BECK,451,20,2026-04-01 08:10:30.699583
2013-05-04,Paul FAULKNER,Amy BECK,392,20,2026-04-01 08:10:30.699583
2013-05-11,Adam J THOMAS,Mijke BREUKELS,406,21,2026-04-01 08:10:30.699583
2013-05-18,Luke ALDEN,Hannah MCINROY NAYLOR,303,21,2026-04-01 08:10:30.699583
2013-05-25,James SENIOR,Becky SCHOFIELD,374,0,2026-04-01 08:10:30.699583
2013-06-01,Dominic William BLAKE,Anna HOOGKAMER,366,18,2026-04-01 08:10:30.699583
2013-06-08,James SENIOR,Nicky ALFORD,402,22,2026-04-01 08:10:30.699583
2013-06-15,Guy AMOS,Amy BECK,408,18,2026-04-01 08:10:30.699583
2013-06-22,Luke ALDEN,Georgie FIZZ,295,20,2026-04-01 08:10:30.699583
2013-06-29,Daniel WATT,Emma RISBEY,358,20,2026-04-01 08:10:30.699583
2013-07-06,Jan KAISER,Anna HOOGKAMER,359,19,2026-04-01 08:10:30.699583
2013-07-13,Ben SPRATLING,Amy BECK,361,20,2026-04-01 08:10:30.699583
2013-07-20,Richard HAYES,Rowena LEARY,293,22,2026-04-01 08:10:30.699583
2013-07-27,Kevin ROONEY,Judy BIRD,352,24,2026-04-01 08:10:30.699583
2013-08-03,Dominic William BLAKE,Sophie ALDEN,375,21,2026-04-01 08:10:30.699583
2013-08-10,Daniel MIDDLETON,Emma RISBEY,398,21,2026-04-01 08:10:30.699583
2013-08-17,Stuart John SMITH,Amy CLARKE,381,22,2026-04-01 08:10:30.699583
2013-08-24,Eduardo ALCON GINER,Nicky ALFORD,298,19,2026-04-01 08:10:30.699583
2013-08-31,Chris YEATES,Alice AMBROSE,392,22,2026-04-01 08:10:30.699583
2013-09-07,Chris YEATES,Alice AMBROSE,445,19,2026-04-01 08:10:30.699583
2013-09-14,Scott GREEVES,Mabel BECKETT,319,21,2026-04-01 08:10:30.699583
2013-09-21,Philip HINES,Mabel BECKETT,371,22,2026-04-01 08:10:30.699583
2013-09-28,John SCOGGINS,Georgie FIZZ,443,20,2026-04-01 08:10:30.699583
2013-10-05,Richard BATESON,Eve DEWSNAP,383,20,2026-04-01 08:10:30.699583
2013-10-12,Ben SPRATLING,Eve DEWSNAP,337,23,2026-04-01 08:10:30.699583
2013-10-19,Luke ALDEN,Eve DEWSNAP,372,22,2026-04-01 08:10:30.699583
2013-10-26,Philip HINES,Tanya Suzanne STEVENS,323,25,2026-04-01 08:10:30.699583
2013-11-02,Joseph HAWES,Tamara JORDAN,344,18,2026-04-01 08:10:30.699583
2013-11-09,Luke ALDEN,Eve DEWSNAP,351,19,2026-04-01 08:10:30.699583
2013-11-16,Philip HINES,Rebecca LAYLAND,384,23,2026-04-01 08:10:30.699583
2013-11-23,Stu HUNTINGTON,Becky SCHOFIELD,285,26,2026-04-01 08:10:30.699583
2013-11-30,Jan KAISER,Carla BROWN,324,20,2026-04-01 08:10:30.699583
2013-12-07,Daniel MIDDLETON,Eleanor MATTHEWS,291,23,2026-04-01 08:10:30.699583
2013-12-14,James SENIOR,Eve DEWSNAP,257,21,2026-04-01 08:10:30.699583
2013-12-21,John SCOGGINS,Anna HOOGKAMER,247,21,2026-04-01 08:10:30.699583
2013-12-25,Matt ELLIS,Sophie ALDEN,311,14,2026-04-01 08:10:30.699583
2013-12-28,Paul GOODALL,Sophie ALDEN,259,15,2026-04-01 08:10:30.699583
2014-01-04,Jack-Louis BOURNE,Sophie ALDEN,313,17,2026-04-01 08:10:30.699583
2014-01-11,Jan KAISER,Rosie EARL,404,18,2026-04-01 08:10:30.699583
2014-01-18,Matthew WILEMAN,Sarah POLLEY,413,18,2026-04-01 08:10:30.699583
2014-01-25,Matthew WILEMAN,Sarah POLLEY,404,18,2026-04-01 08:10:30.699583
2014-02-01,Jan KAISER,Rowena LEARY,352,18,2026-04-01 08:10:30.699583
2014-02-08,Luke ALDEN,Laura PARRY,409,14,2026-04-01 08:10:30.699583
2014-02-15,Piers ARNOLD,Charlotte Catherine FORTUNE,318,17,2026-04-01 08:10:30.699583
2014-02-22,Joseph HAWES,Sarah POLLEY,416,15,2026-04-01 08:10:30.699583
2014-03-01,Luke ALDEN,Jihanna BONILLA-ALLARD,451,18,2026-04-01 08:10:30.699583
2014-03-08,Piers ARNOLD,Immy TURNER,444,18,2026-04-01 08:10:30.699583
2014-03-15,Tony ROBINSON,Sarah POLLEY,403,15,2026-04-01 08:10:30.699583
2014-03-22,Luke ALDEN,Sophie ALDEN,389,18,2026-04-01 08:10:30.699583
2014-03-29,John SCOGGINS,Sarah POLLEY,469,19,2026-04-01 08:10:30.699583
2014-04-05,Luke ALDEN,Mabel BECKETT,435,18,2026-04-01 08:10:30.699583
2014-04-12,Luke ALDEN,Emily HOOGKAMER,371,17,2026-04-01 08:10:30.699583
2014-04-19,Simon MILLETT,Jihanna BONILLA-ALLARD,425,16,2026-04-01 08:10:30.699583
2014-04-26,James SENIOR,Becky SCHOFIELD,530,17,2026-04-01 08:10:30.699583
2014-05-03,Malcolm MUIR,Helen MIAN,472,11,2026-04-01 08:10:30.699583
2014-05-10,Dominic William BLAKE,Ella GILBERT,411,21,2026-04-01 08:10:30.699583
2014-05-17,Daniel MIDDLETON,Sarah POLLEY,435,17,2026-04-01 08:10:30.699583
2014-05-24,Piers ARNOLD,Georgie FIZZ,280,18,2026-04-01 08:10:30.699583
2014-05-31,Philip HINES,Mabel BECKETT,454,16,2026-04-01 08:10:30.699583
2014-06-07,Luke ALDEN,Mabel BECKETT,400,14,2026-04-01 08:10:30.699583
2014-06-14,Stu HUNTINGTON,Sophie ALDEN,402,17,2026-04-01 08:10:30.699583
2014-06-21,James SENIOR,Mabel BECKETT,366,17,2026-04-01 08:10:30.699583
2014-06-28,Ben SPRATLING,Becky SCHOFIELD,398,18,2026-04-01 08:10:30.699583
2014-07-05,Tim LAMONT,Mabel BECKETT,277,17,2026-04-01 08:10:30.699583
2014-07-12,John SCOGGINS,Sophie ALDEN,360,17,2026-04-01 08:10:30.699583
2014-07-19,John JERVIS,Mabel BECKETT,295,16,2026-04-01 08:10:30.699583
2014-07-26,James SENIOR,Mabel BECKETT,364,18,2026-04-01 08:10:30.699583
2014-08-02,Dominic William BLAKE,Micaela FLOYD,400,18,2026-04-01 08:10:30.699583
2014-08-09,James SENIOR,Sarah POLLEY,397,16,2026-04-01 08:10:30.699583
2014-08-16,James SENIOR,Claire KENNEDY,384,17,2026-04-01 08:10:30.699583
2014-08-23,Stu HUNTINGTON,Sarah POLLEY,353,18,2026-04-01 08:10:30.699583
2014-08-30,Tim TOPPER,Kelly GRANT,404,18,2026-04-01 08:10:30.699583
2014-09-06,James BOWEN,Mabel BECKETT,411,17,2026-04-01 08:10:30.699583
2014-09-13,George BOWEN,Sophie ALDEN,387,16,2026-04-01 08:10:30.699583
2014-09-20,Ben SHEARER,Rose WATERMAN,386,17,2026-04-01 08:10:30.699583
2014-09-27,William CORK,Joanna ANDREWS,609,23,2026-04-01 08:10:30.699583
2014-10-04,George BOWEN,Amanda JONES,456,16,2026-04-01 08:10:30.699583
2014-10-11,Matt ELLIS,Siew Yen LOKE,402,21,2026-04-01 08:10:30.699583
2014-10-18,George BOWEN,Tracey CURL,433,18,2026-04-01 08:10:30.699583
2014-10-25,Scott GREEVES,Kelly GRANT,380,18,2026-04-01 08:10:30.699583
2014-11-01,James MCMULLAN,Marie DUHIG,390,17,2026-04-01 08:10:30.699583
2014-11-08,George BOWEN,Sophie GEORGE,413,18,2026-04-01 08:10:30.699583
2014-11-15,Stu HUNTINGTON,Joanna ANDREWS,407,19,2026-04-01 08:10:30.699583
2014-11-22,Ben SPRATLING,Tracey CURL,372,20,2026-04-01 08:10:30.699583
2014-11-29,Simon MILLETT,Emily ARMSTRONG,369,17,2026-04-01 08:10:30.699583
2014-12-06,James ASHTON,Siew Yen LOKE,313,17,2026-04-01 08:10:30.699583
2014-12-13,Dominic William BLAKE,Siew Yen LOKE,293,17,2026-04-01 08:10:30.699583
2014-12-20,Daniel MIDDLETON,Mabel BECKETT,332,18,2026-04-01 08:10:30.699583
2014-12-25,Chris DARLING,Sophie GEORGE,414,15,2026-04-01 08:10:30.699583
2014-12-27,George BOWEN,Mabel BECKETT,311,17,2026-04-01 08:10:30.699583
2015-01-03,Jack WRIGHT,Helen MIAN,336,17,2026-04-01 08:10:30.699583
2015-01-10,Scott GREEVES,Lynn EMMETT,449,17,2026-04-01 08:10:30.699583
2015-01-17,Piers ARNOLD,Mabel BECKETT,470,17,2026-04-01 08:10:30.699583
2015-01-24,Jake STEARMAN,Laura BRINE,479,16,2026-04-01 08:10:30.699583
2015-01-31,Scott GREEVES,Kelly GRANT,461,17,2026-04-01 08:10:30.699583
2015-02-07,Richard BATESON,Julia PARSLEY,450,16,2026-04-01 08:10:30.699583
2015-02-14,Ashley WATERSON,Jihanna BONILLA-ALLARD,431,18,2026-04-01 08:10:30.699583
2015-02-21,William CORK,Sharon HURREN,478,17,2026-04-01 08:10:30.699583
2015-02-28,James BEREHOWSKYJ,Sharon HURREN,489,17,2026-04-01 08:10:30.699583
2015-03-07,Dominic William BLAKE,Christine FAULKNER,493,16,2026-04-01 08:10:30.699583
2015-03-14,Jonny EARL,Sharon HURREN,493,16,2026-04-01 08:10:30.699583
2015-03-21,George BOWEN,Mabel BECKETT,488,18,2026-04-01 08:10:30.699583
2015-03-28,Ashley WATERSON,Mabel BECKETT,380,17,2026-04-01 08:10:30.699583
2015-04-04,Michael ECCLES,Mabel BECKETT,388,17,2026-04-01 08:10:30.699583
2015-04-11,William CORK,Jane CLARKE,413,18,2026-04-01 08:10:30.699583
2015-04-18,Jack WHITE,Eleanor MATTHEWS,452,18,2026-04-01 08:10:30.699583
2015-04-25,Jan KAISER,Millie SOLWAY,442,18,2026-04-01 08:10:30.699583
2015-05-02,William CORK,Siew Yen LOKE,439,17,2026-04-01 08:10:30.699583
2015-05-09,William CORK,Christine FAULKNER,464,17,2026-04-01 08:10:30.699583
2015-05-16,Chris DARLING,Grace JERMY,444,17,2026-04-01 08:10:30.699583
2015-05-23,George BOWEN,Mabel BECKETT,374,17,2026-04-01 08:10:30.699583
2015-05-30,James BOWEN,Helen MIAN,429,16,2026-04-01 08:10:30.699583
2015-06-06,James SENIOR,Joanna ANDREWS,508,17,2026-04-01 08:10:30.699583
2015-06-13,William CORK,Mabel BECKETT,423,16,2026-04-01 08:10:30.699583
2015-06-20,Jan KAISER,Laura THOMAS,435,18,2026-04-01 08:10:30.699583
2015-06-27,Luke Ian SPEAR,Siew Yen LOKE,396,17,2026-04-01 08:10:30.699583
2015-07-04,Richard BATESON,Mabel BECKETT,356,17,2026-04-01 08:10:30.699583
2015-07-11,Jan KAISER,Jennifer MILLS,380,17,2026-04-01 08:10:30.699583
2015-07-18,Simon PARTRIDGE,Siew Yen LOKE,385,17,2026-04-01 08:10:30.699583
2015-07-25,Richard BATESON,Siew Yen LOKE,224,14,2026-04-01 08:10:30.699583
2015-08-01,Daniel MIDDLETON,Claudia MILBURN,374,14,2026-04-01 08:10:30.699583
2015-08-08,Nick EARL,Ellen SCHAEF,358,15,2026-04-01 08:10:30.699583
2015-08-15,Edward FOSTER,Mabel BECKETT,450,17,2026-04-01 08:10:30.699583
2015-08-22,Charlie PARR,Gemma SHEPHERD,349,16,2026-04-01 08:10:30.699583
2015-08-29,Jonny EARL,Laura THOMAS,266,20,2026-04-01 08:10:30.699583
2015-09-05,Lawrence Edward WADE,Anna KIRKHAM,417,16,2026-04-01 08:10:30.699583
2015-09-12,Paul FAULKNER,Mabel BECKETT,332,17,2026-04-01 08:10:30.699583
2015-09-19,Daniel MIDDLETON,Justine SHEPPERSON,369,15,2026-04-01 08:10:30.699583
2015-09-26,Logan SMITH,Amy BECK,441,16,2026-04-01 08:10:30.699583
2015-10-03,Richard BATESON,Sarah IMBUSH,456,17,2026-04-01 08:10:30.699583
2015-10-10,Ben SPRATLING,Siew Yen LOKE,407,20,2026-04-01 08:10:30.699583
2015-10-17,Richard BATESON,Claire CAIGER,363,17,2026-04-01 08:10:30.699583
2015-10-24,Ben GOLDING,Nikki WOODYARD,402,16,2026-04-01 08:10:30.699583
2015-10-31,Jan KAISER,Claire CAIGER,386,17,2026-04-01 08:10:30.699583
2015-11-07,Aaron James ENSER,Claire CAIGER,368,15,2026-04-01 08:10:30.699583
2015-11-14,Matt ELLIS,Claire CAIGER,386,17,2026-04-01 08:10:30.699583
2015-11-21,John SCOGGINS,Sophie ALDEN,167,17,2026-04-01 08:10:30.699583
2015-11-28,Daniel MIDDLETON,Sarah IMBUSH,367,16,2026-04-01 08:10:30.699583
2015-12-05,Daniel MIDDLETON,Claire CAIGER,328,20,2026-04-01 08:10:30.699583
2015-12-12,James ASHTON,Sarah IMBUSH,303,16,2026-04-01 08:10:30.699583
2015-12-19,Piers ARNOLD,Laura THOMAS,322,17,2026-04-01 08:10:30.699583
2015-12-25,Stu HUNTINGTON,Kelly GRANT,509,18,2026-04-01 08:10:30.699583
2015-12-26,Daniel STEEL,Mabel BECKETT,210,17,2026-04-01 08:10:30.699583
2016-01-02,George BOWEN,Sophie ALDEN,428,18,2026-04-01 08:10:30.699583
2016-01-09,George BOWEN,Mabel BECKETT,550,18,2026-04-01 08:10:30.699583
2016-01-16,Joshua ENTWISTLE,Claire CAIGER,468,20,2026-04-01 08:10:30.699583
2016-01-23,Piers ARNOLD,Eleanor MATTHEWS,547,20,2026-04-01 08:10:30.699583
2016-01-30,Michael ECCLES,Sarah IMBUSH,554,18,2026-04-01 08:10:30.699583
2016-02-06,Matt ELLIS,Emma RISBEY,531,17,2026-04-01 08:10:30.699583
2016-02-13,Piers ARNOLD,Sarah IMBUSH,483,18,2026-04-01 08:10:30.699583
2016-02-20,Tom GREENACRE,Sarah IMBUSH,449,17,2026-04-01 08:10:30.699583
2016-02-27,Tom GREENACRE,Sarah IMBUSH,453,16,2026-04-01 08:10:30.699583
2016-03-05,Sam RUSSELL,Sarah IMBUSH,404,15,2026-04-01 08:10:30.699583
2016-03-12,Scott GREEVES,Sarah IMBUSH,454,18,2026-04-01 08:10:30.699583
2016-03-19,John SCOGGINS,Alexandra SMITH,446,20,2026-04-01 08:10:30.699583
2016-03-26,George BOWEN,Mabel BECKETT,496,17,2026-04-01 08:10:30.699583
2016-04-02,Ben SPRATLING,Alexandra SMITH,497,17,2026-04-01 08:10:30.699583
2016-04-09,Reuben HANDY,Angela JOINER-HANDY,451,16,2026-04-01 08:10:30.699583
2016-04-16,George BOWEN,Alexandra SMITH,393,18,2026-04-01 08:10:30.699583
2016-04-23,Piers ARNOLD,Kelly GRANT,524,16,2026-04-01 08:10:30.699583
2016-04-30,Piers ARNOLD,Christine FAULKNER,516,17,2026-04-01 08:10:30.699583
2016-05-07,Tom GREENACRE,Sarah IMBUSH,548,16,2026-04-01 08:10:30.699583
2016-05-14,Óscar NAVAJAS-CORRAL,Sarah IMBUSH,563,16,2026-04-01 08:10:30.699583
2016-05-21,James SENIOR,Sarah IMBUSH,575,17,2026-04-01 08:10:30.699583
