date,first_male,first_female,finishers,helpers,last_updated
2024-10-26,Arie MCONIE,Theresa ZWACH,40,10,2026-05-09 17:25:20.142991
2024-11-02,Stefan ZITZ,Kristen MORSE,44,5,2026-05-09 17:25:20.142991
2024-11-09,Stefan ZITZ,Anita TORSVIK,39,7,2026-05-09 17:25:20.142991
2024-11-16,Julius OTT,Franziska ALTHAUS,39,9,2026-05-09 17:25:20.142991
2024-11-23,Julius OTT,Hanna ALLERKAMP,52,8,2026-05-09 17:25:20.142991
2024-11-30,Matthias HEINDL,Theresa ZWACH,45,6,2026-05-09 17:25:20.142991
2024-12-21,Stefan ZITZ,Julia SANDHEIGL,26,6,2026-05-09 17:25:20.142991
2024-12-28,Matthias HEINDL,Franziska ALTHAUS,21,5,2026-05-09 17:25:20.142991
2025-01-04,Lennart HÖGER,Anna ERNST,33,6,2026-05-09 17:25:20.142991
2025-01-11,Julius OTT,Florine HIERSEMENZEL,50,5,2026-05-09 17:25:20.142991
2025-01-18,Marius POIRSON,Verena MINICHBERGER,39,8,2026-05-09 17:25:20.142991
2025-01-25,Julius OTT,Rosie MADDOCK,35,5,2026-05-09 17:25:20.142991
2025-02-01,Sebastian BRAUMÜLLER,Anna GRÖLL,38,6,2026-05-09 17:25:20.142991
2025-02-08,Matthias HEINDL,Kristen MORSE,48,5,2026-05-09 17:25:20.142991
2025-02-15,Christoph WENDNER,Catarina TEUFEL,37,7,2026-05-09 17:25:20.142991
2025-02-22,Christoph WENDNER,Saroj SPICKETT,37,7,2026-05-09 17:25:20.142991
2025-03-01,Stefan ZITZ,Julia UBELEIS,44,7,2026-05-09 17:25:20.142991
2025-03-08,Lennart HÖGER,Julia SANDHEIGL,42,6,2026-05-09 17:25:20.142991
2025-03-15,Matthias HEINDL,Laura MAASIK,39,9,2026-05-09 17:25:20.142991
2025-03-22,Markus STOCK,Saroj SPICKETT,38,9,2026-05-09 17:25:20.142991
2025-03-29,Joseph BROWN,Saroj SPICKETT,18,8,2026-05-09 17:25:20.142991
2025-04-05,Stefan ZITZ,Kristen MORSE,41,9,2026-05-09 17:25:20.142991
2025-04-12,Stefan ZITZ,Silvie CAPPELLARO,44,9,2026-05-09 17:25:20.142991
2025-04-19,Stefan ZITZ,Marion HOFMEISTER,42,9,2026-05-09 17:25:20.142991
2025-04-26,Julius OTT,Miriam TRIMMAL,43,8,2026-05-09 17:25:20.142991
2025-05-03,Lennart HÖGER,Kristen MORSE,45,12,2026-05-09 17:25:20.142991
2025-05-10,Matthias HEINDL,Kristen MORSE,60,11,2026-05-09 17:25:20.142991
2025-05-17,Arie MCONIE,Paula WULFF,69,8,2026-05-09 17:25:20.142991
2025-05-24,Lukas GÄRTNER,Kristen MORSE,49,9,2026-05-09 17:25:20.142991
2025-05-31,Alexander STOCK,Franziska ALTHAUS,48,10,2026-05-09 17:25:20.142991
2025-06-07,Nils MÜLLER,Silvie CAPPELLARO,37,10,2026-05-09 17:25:20.142991
2025-06-21,Alexander STOCK,Kristen MORSE,45,6,2026-05-09 17:25:20.142991
2025-06-28,Lennart HÖGER,Sarah DOUGLAS,65,8,2026-05-09 17:25:20.142991
2025-07-05,Nils MÜLLER,Kristen MORSE,51,11,2026-05-09 17:25:20.142991
2025-07-12,Florian SCHAGER,Silvie CAPPELLARO,36,8,2026-05-09 17:25:20.142991
2025-07-19,Julius OTT,Julia SANDHEIGL,37,11,2026-05-09 17:25:20.142991
2025-07-26,Markus STOCK,Katharina WINTERHELLER,19,8,2026-05-09 17:25:20.142991
2025-08-02,Stefan ZITZ,Kristen MORSE,35,9,2026-05-09 17:25:20.142991
2025-08-09,Nils MÜLLER,Kristen MORSE,27,8,2026-05-09 17:25:20.142991
2025-08-16,Julius OTT,Kristen MORSE,32,8,2026-05-09 17:25:20.142991
2025-08-23,Andreas POTOCAR,Kristen MORSE,39,8,2026-05-09 17:25:20.142991
2025-08-30,Lennart HÖGER,Saroj SPICKETT,40,7,2026-05-09 17:25:20.142991
2025-09-06,Lennart HÖGER,Franziska ALTHAUS,57,8,2026-05-09 17:25:20.142991
2025-09-13,Lennart HÖGER,Antonia ISOLA,37,8,2026-05-09 17:25:20.142991
2025-09-20,Stefan ZITZ,Theresa ZUSCHNEGG,42,7,2026-05-09 17:25:20.142991
2025-09-27,Florian SCHAGER,Kristen MORSE,42,11,2026-05-09 17:25:20.142991
2025-10-04,Stefan ZITZ,Theresa ZUSCHNEGG,45,8,2026-05-09 17:25:20.142991
2025-10-11,Julius OTT,Kristen MORSE,59,13,2026-05-09 17:25:20.142991
2025-10-18,Stefan ZITZ,Kristen MORSE,62,7,2026-05-09 17:25:20.142991
2025-10-25,Julius OTT,Tina PANSY,65,9,2026-05-09 17:25:20.142991
2025-11-01,Arie MCONIE,Kristen MORSE,53,11,2026-05-09 17:25:20.142991
2025-11-08,Stefan ZITZ,Kristen MORSE,61,8,2026-05-09 17:25:20.142991
2025-11-15,Julius OTT,Kristen MORSE,64,7,2026-05-09 17:25:20.142991
2025-11-22,Florian SCHAGER,Katharina WINTERHELLER,38,10,2026-05-09 17:25:20.142991
2025-11-29,Julius OTT,Kristen MORSE,59,7,2026-05-09 17:25:20.142991
2025-12-06,Matthias HEINDL,Kristen MORSE,49,11,2026-05-09 17:25:20.142991
2025-12-13,Lennart HÖGER,Kristen MORSE,43,9,2026-05-09 17:25:20.142991
2025-12-20,Lennart HÖGER,Franziska ALTHAUS,33,6,2026-05-09 17:25:20.142991
2025-12-27,Andreas POTOCAR,Melissa JONGA,16,7,2026-05-09 17:25:20.142991
2026-01-01,Florian WALTER,Julia SANDHEIGL,17,7,2026-05-09 17:25:20.142991
2026-01-03,Stefan ZITZ,Fleur DE MULDER,33,6,2026-05-09 17:25:20.142991
2026-01-17,Julius OTT,Kristen MORSE,55,10,2026-05-09 17:25:20.142991
2026-01-24,Stefan ZITZ,Kristen MORSE,40,9,2026-05-09 17:25:20.142991
2026-01-31,Julius OTT,Daufine KAGEHA,43,9,2026-05-09 17:25:20.142991
2026-02-07,Stefan ZITZ,Silvie CAPPELLARO,49,7,2026-05-09 17:25:20.142991
2026-02-14,Matthias HEINDL,Silvie CAPPELLARO,44,6,2026-05-09 17:25:20.142991
2026-02-21,Julius OTT,Franziska ALTHAUS,22,10,2026-05-09 17:25:20.142991
2026-02-28,Lennart HÖGER,Kristen MORSE,51,7,2026-05-09 17:25:20.142991
2026-03-07,Julius OTT,Anna ERNST,76,11,2026-05-09 17:25:20.142991
2026-03-14,Stefan ZITZ,Kristen MORSE,80,11,2026-05-09 17:25:20.142991
2026-03-21,Julius OTT,Kristen MORSE,68,9,2026-05-09 17:25:20.142991
2026-03-28,Sandor SZABO,Kitti POSZTOS,74,12,2026-05-09 17:25:20.142991
2026-04-04,Andreas POTOCAR,Paula WULFF,47,5,2026-05-09 17:25:20.142991
2026-04-11,Lennart HÖGER,Daufine KAGEHA,54,11,2026-05-09 17:25:20.142991
2026-04-18,Matthias HEINDL,Kristen MORSE,66,10,2026-05-09 17:25:20.142991
2026-04-25,Stefan ZITZ,Kristen MORSE,61,9,2026-05-09 17:25:20.142991
2026-05-02,Fumiaki FUJITA,Kristen MORSE,53,13,2026-05-09 17:25:20.142991
2026-05-09,Florian SCHAGER,Jess HEYWORTH,70,10,2026-05-09 17:25:20.142991
