date,first_male,first_female,finishers,helpers,last_updated
2023-05-27,Tobias PIEBER,Silvia BRUTSCHIN,23,8,2026-04-11 20:52:06.901229
2023-06-03,Vincent VAN RHEDEN,Juliette WELLS GRAY,20,6,2026-04-11 20:52:06.901229
2023-06-10,Tobias PIEBER,Linda OHRTMANN,19,5,2026-04-11 20:52:06.901229
2023-06-17,Leo LORGE,Juliette WELLS GRAY,36,4,2026-04-11 20:52:06.901229
2023-06-24,Tobias PIEBER,Rosa CLUBLEY,27,5,2026-04-11 20:52:06.901229
2023-07-01,Nelson YARWOOD,Barbara FARFELEDER,24,4,2026-04-11 20:52:06.901229
2023-07-08,Tom MULLIGAN,Juliette WELLS GRAY,25,4,2026-04-11 20:52:06.901229
2023-07-15,Rory MONTI,Karen COOK,35,6,2026-04-11 20:52:06.901229
2023-07-22,Tobias PIEBER,Franziska BRANDMEIER,28,8,2026-04-11 20:52:06.901229
2023-07-29,Justin BOOTH,Jutta WINTERSTELLER,44,7,2026-04-11 20:52:06.901229
2023-08-12,Sebastian WUNNENBURGER,Krysia SMITH,43,5,2026-04-11 20:52:06.901229
2023-08-19,Hugh TORRY,Victoria CRAWFORD,34,5,2026-04-11 20:52:06.901229
2023-08-26,Michael HOLMES,Jacintha BAILEY,27,7,2026-04-11 20:52:06.901229
2023-09-02,Dominic ASHTON,Kate TELFORD,27,5,2026-04-11 20:52:06.901229
2023-09-09,Stephen VALENTINE,Juliette WELLS GRAY,14,5,2026-04-11 20:52:06.901229
2023-09-16,Sebastian LAWRENCE,Evie LAWRENCE,22,4,2026-04-11 20:52:06.901229
2023-09-23,Luke MCQUADE,Rachel OAKLEY,16,7,2026-04-11 20:52:06.901229
2023-09-30,Liam DAMM,Sue THOMAS,75,18,2026-04-11 20:52:06.901229
2023-10-07,Robert PERRY,Anoushka FREEMAN,22,7,2026-04-11 20:52:06.901229
2023-10-14,Richard CONDER,Victoria BENNETT,23,7,2026-04-11 20:52:06.901229
2023-10-21,Daniel THWAITES,Kerry RILEY,28,5,2026-04-11 20:52:06.901229
2023-10-28,Vincent VAN RHEDEN,Barbara FARFELEDER,21,5,2026-04-11 20:52:06.901229
2023-11-04,Luke MCQUADE,Natalie EXETER,22,4,2026-04-11 20:52:06.901229
2023-11-11,Florian KUBOUSCHEK,Dagmara STRYJAK,30,6,2026-04-11 20:52:06.901229
2023-11-18,Eric HARBOUR,Helen SERERE,18,5,2026-04-11 20:52:06.901229
2023-11-25,Anthony DAVEY,Sabina BRUCKNER,22,5,2026-04-11 20:52:06.901229
2023-12-09,Tobias PIEBER,Katie DAVIES,19,6,2026-04-11 20:52:06.901229
2023-12-16,Łukasz GOLAK,Asia BUKOWSKA-GOLAK,25,4,2026-04-11 20:52:06.901229
2023-12-30,Chris ABBEY,Maddyson MALLET,22,4,2026-04-11 20:52:06.901229
2024-01-06,Tobias PIEBER,Silke HERRMANN,20,5,2026-04-11 20:52:06.901229
2024-01-13,Richard LEE,Imogen LAING,10,5,2026-04-11 20:52:06.901229
2024-01-20,Alex TURNER,Emma DAVIS,18,6,2026-04-11 20:52:06.901229
2024-01-27,Ian THOMPSON,Nicky THORNTON,30,6,2026-04-11 20:52:06.901229
2024-02-03,Oliver GANDOLFI,Monika MOLNAR,28,5,2026-04-11 20:52:06.901229
2024-02-10,Lukas GALIC,Nicky THORNTON,19,5,2026-04-11 20:52:06.901229
2024-02-17,Tobias PIEBER,Rachel STROTHER,23,6,2026-04-11 20:52:06.901229
2024-02-24,Gavin QUIGLEY,Camilla ENGLISH,30,7,2026-04-11 20:52:06.901229
2024-03-02,David GEIßHÜTTNER,Nicky THORNTON,21,5,2026-04-11 20:52:06.901229
2024-03-09,Harry FALLOWS,Elisabeth SCOTT,12,4,2026-04-11 20:52:06.901229
2024-03-16,Klaus DERNDORFER,Katherine ELMORE-JONES,18,4,2026-04-11 20:52:06.901229
2024-03-23,Patrick JACKSON,Nicky THORNTON,17,4,2026-04-11 20:52:06.901229
2024-03-30,Julius OTT,Donna HEALEY,18,4,2026-04-11 20:52:06.901229
2024-04-06,Thomas EHRNLEITNER,Abigail FRAME,26,8,2026-04-11 20:52:06.901229
2024-04-13,Tobias PIEBER,Camilla WEST,28,5,2026-04-11 20:52:06.901229
2024-04-20,Tobias PIEBER,Annie TRIHAN,12,7,2026-04-11 20:52:06.901229
2024-04-27,Vincent VAN RHEDEN,Fiona QIU,20,5,2026-04-11 20:52:06.901229
2024-05-04,Dan SLAYFORD,Imogen ENGLISH,24,4,2026-04-11 20:52:06.901229
2024-05-11,Liam STRUWE,Catharine BENNETT,85,9,2026-04-11 20:52:06.901229
2024-05-18,Tobias PIEBER,Nicky THORNTON,20,6,2026-04-11 20:52:06.901229
2024-05-25,Jason HOOLE,Katherine STREAMS,52,6,2026-04-11 20:52:06.901229
2024-06-01,Calum JOHNSTON,Aoife NI MHAOILEOIN,20,5,2026-04-11 20:52:06.901229
2024-06-08,Tobias PIEBER,Caroline TUCK,46,7,2026-04-11 20:52:06.901229
2024-06-15,Chris JEKIEL,Weera KARHUMAA,30,6,2026-04-11 20:52:06.901229
2024-06-22,Thomas DUNFORD,Miane DE CLERCQ,30,4,2026-04-11 20:52:06.901229
2024-06-29,Tobias PIEBER,Sarah SALE,53,6,2026-04-11 20:52:06.901229
2024-07-06,Nick MACEY,Lisa BOYD,26,5,2026-04-11 20:52:06.901229
2024-07-13,Russell MORRIS,Fatbardhë HAKAJ,46,5,2026-04-11 20:52:06.901229
2024-07-20,Thomas EHRNLEITNER,Sarah PATERSON,37,6,2026-04-11 20:52:06.901229
2024-07-27,Kjell HÅLAND,Jacqueline BENSON,28,4,2026-04-11 20:52:06.901229
2024-08-03,Ben MORGAN,Becky PRICE,56,5,2026-04-11 20:52:06.901229
2024-08-10,Oliver ISAAC,Fleur SISWICK,62,7,2026-04-11 20:52:06.901229
2024-08-17,Peter JEWELL,Hannah ROBERTS,51,5,2026-04-11 20:52:06.901229
2024-08-24,Martin PÖTZ,Kate FITTON,36,9,2026-04-11 20:52:06.901229
2024-08-31,Felix TOBER,Hope SLOLY,38,5,2026-04-11 20:52:06.901229
2024-09-07,Benjamin ROBINSON,Hope SLOLY,39,6,2026-04-11 20:52:06.901229
2024-09-14,Martin PÖTZ,Ziggy ZIG,25,7,2026-04-11 20:52:06.901229
2024-09-21,Christian ARNOLD,Clare CUMMINGS,40,5,2026-04-11 20:52:06.901229
2024-09-28,Bernd KOHLBACHER,Hope SLOLY,31,5,2026-04-11 20:52:06.901229
2024-10-05,Fergus JOHNSON,Amy BARTON,121,16,2026-04-11 20:52:06.901229
2024-10-12,Paul TURNBULL,Rachel TURNBULL,24,6,2026-04-11 20:52:06.901229
2024-10-19,Klaus DERNDORFER,Victoria BENNETT,26,6,2026-04-11 20:52:06.901229
2024-10-26,Bill HILL,Laura BLAZEY,32,4,2026-04-11 20:52:06.901229
2024-11-02,Paul REICHL,Lisa POSCH,36,5,2026-04-11 20:52:06.901229
2024-11-09,Paul REICHL,Lisa POSCH,36,6,2026-04-11 20:52:06.901229
2024-11-16,Tobias PIEBER,Lisa POSCH,18,5,2026-04-11 20:52:06.901229
2024-11-23,Paul REICHL,Lisa POSCH,19,5,2026-04-11 20:52:06.901229
2024-11-30,Paul REICHL,Tabea MAUERMANN,41,10,2026-04-11 20:52:06.901229
2024-12-07,Liam STRUWE,Sarah GLOVER,34,7,2026-04-11 20:52:06.901229
2024-12-14,Martin FEICHTINGER,Carlie QIREM,46,6,2026-04-11 20:52:06.901229
2024-12-21,Paul REICHL,Magdalena KĘPKA,24,5,2026-04-11 20:52:06.901229
2025-01-04,Tobias PIEBER,Chloe LOWNDES,21,6,2026-04-11 20:52:06.901229
2025-01-11,Nick WIESSING,Caylee WALLIS,18,5,2026-04-11 20:52:06.901229
2025-01-18,Tobias PIEBER,Martine SCHLOSSER,26,4,2026-04-11 20:52:06.901229
2025-01-25,Simon LUKAC,Holly MAWDSLEY,27,5,2026-04-11 20:52:06.901229
2025-02-01,Joe MCCORMICK,Michaela MAYOR,28,5,2026-04-11 20:52:06.901229
2025-02-08,Jacob MILNER,Zara KNIGHT,16,5,2026-04-11 20:52:06.901229
2025-02-15,Matteo MIGLIO,Stella RADOVANOVIC,24,6,2026-04-11 20:52:06.901229
2025-02-22,Paul MAKOWSKI,Kirsty FORD,27,7,2026-04-11 20:52:06.901229
2025-03-01,Adam Tango HOLLAND,Miranda FRIZZELLE,38,7,2026-04-11 20:52:06.901229
2025-03-08,Gordon O'NEILL,Carla GRAF PERNER,31,6,2026-04-11 20:52:06.901229
2025-03-15,Joseph ROONEY,Niamh MURPHY,25,6,2026-04-11 20:52:06.901229
2025-03-22,Charlie RONEY,Clara PETTITT,39,6,2026-04-11 20:52:06.901229
2025-03-29,Matthew MOORES,Claire MORRIS,14,6,2026-04-11 20:52:06.901229
2025-04-05,Adrian WONG,Zoe WINDNER,42,7,2026-04-11 20:52:06.901229
2025-04-12,Joseph ROONEY,Emily MYLCHREEST,34,6,2026-04-11 20:52:06.901229
2025-04-19,Joseph ROONEY,Anita LENNEIS,33,4,2026-04-11 20:52:06.901229
2025-04-26,Eric HARBOUR,Jessica FOX,25,5,2026-04-11 20:52:06.901229
2025-05-03,Til PUHLMANN,India BULGIN,40,7,2026-04-11 20:52:06.901229
2025-05-10,Joseph ROONEY,India BULGIN,32,5,2026-04-11 20:52:06.901229
2025-05-17,Ben JECOCK,Sue MASTERS,61,9,2026-04-11 20:52:06.901229
2025-05-24,Paul REICHL,Lizzy COLLARD,46,7,2026-04-11 20:52:06.901229
2025-05-31,Liam STRUWE,Louise GARDNER,60,7,2026-04-11 20:52:06.901229
2025-06-07,Stefan LANGER,Stefanie NUNN,50,7,2026-04-11 20:52:06.901229
2025-06-14,Til PUHLMANN,Evi SPIELVOGEL,46,10,2026-04-11 20:52:06.901229
2025-06-21,Julius OTT,Emily BRIDGE,37,6,2026-04-11 20:52:06.901229
2025-06-28,Harry COLLIN,Meg COLLIN,48,5,2026-04-11 20:52:06.901229
2025-07-05,Matthew HARVEY,Alice CHENG,37,6,2026-04-11 20:52:06.901229
2025-07-12,George LOXTON,Anita LENNEIS,69,7,2026-04-11 20:52:06.901229
2025-07-19,Yannick SCHÜSSLER,Thomasina BALL,64,8,2026-04-11 20:52:06.901229
2025-07-26,Nick DALE,Hannah DALE,59,6,2026-04-11 20:52:06.901229
2025-08-02,Andy BOND,Julia BARLOW,62,9,2026-04-11 20:52:06.901229
2025-08-09,George VICKERS,Isobel SMITH,57,7,2026-04-11 20:52:06.901229
2025-08-16,Peter MALITS,Ianthe TUDOR,64,9,2026-04-11 20:52:06.901229
2025-08-23,Lee HULME,Emma Anne ROBINSON,70,6,2026-04-11 20:52:06.901229
2025-08-30,Matthias HEINDL,Julia BARLOW,45,8,2026-04-11 20:52:06.901229
2025-09-06,David GEIßHÜTTNER,Julia BARLOW,51,5,2026-04-11 20:52:06.901229
2025-09-13,Christoph GASSER,Rebecca COOMBES,50,8,2026-04-11 20:52:06.901229
2025-09-20,Joe SUTTON,Ruth SHAW,56,7,2026-04-11 20:52:06.901229
2025-09-27,Louis COWLING,Julia BARLOW,41,6,2026-04-11 20:52:06.901229
2025-10-04,Lukas GÄRTNER,Nikki GOODWIN,219,25,2026-04-11 20:52:06.901229
2025-10-11,Martin BAASTRUP,Aine HALTON-HANLEY,47,7,2026-04-11 20:52:06.901229
2025-10-18,Tobias PIEBER,Julia BARLOW,42,7,2026-04-11 20:52:06.901229
2025-10-25,Teddy MERDI,Miranda FLEMING,30,7,2026-04-11 20:52:06.901229
2025-11-01,Zak LIDDEMORE,Julia BARLOW,41,9,2026-04-11 20:52:06.901229
2025-11-08,Tom MULLIGAN,Natalie EXETER,43,5,2026-04-11 20:52:06.901229
2025-11-15,Paul REICHL,Tracey FOSTER,38,7,2026-04-11 20:52:06.901229
2025-11-22,Wajid ALI,Claire GIBBON,28,6,2026-04-11 20:52:06.901229
2025-11-29,Peter MALITS,Deana PANIC,27,6,2026-04-11 20:52:06.901229
2025-12-06,Simon RUCKENBAUER,Emilie BACA,37,7,2026-04-11 20:52:06.901229
2025-12-13,Richard TURNER,Julia BARLOW,32,7,2026-04-11 20:52:06.901229
2025-12-20,Paul WIMMER,Julia BARLOW,41,7,2026-04-11 20:52:06.901229
2025-12-27,James EGAN,Julia BARLOW,44,7,2026-04-11 20:52:06.901229
2026-01-03,Lachlan WOODBRIDGE,Ava HENVILLE,42,5,2026-04-11 20:52:06.901229
2026-01-10,Will KINGSMILL,Miranda FLEMING,18,6,2026-04-11 20:52:06.901229
2026-01-17,Sam DAVIES,Nela PACHOCIŃSKA,25,9,2026-04-11 20:52:06.901229
2026-01-24,Steven POOLE,Agata ANSZPERGER,26,6,2026-04-11 20:52:06.901229
2026-01-31,James TAYLOR,Julia BARLOW,38,7,2026-04-11 20:52:06.901229
2026-02-07,Dan HANLON,Megan WARNER,23,6,2026-04-11 20:52:06.901229
2026-02-14,Jeremia LEISS,Annette HAMES,20,5,2026-04-11 20:52:06.901229
2026-02-21,Stewart REYNOLDS,Jennifer LEPPIN,21,6,2026-04-11 20:52:06.901229
2026-02-28,Daniel WATCHORN,Julia BARLOW,45,7,2026-04-11 20:52:06.901229
2026-03-07,Simon RUCKENBAUER,Julia BARLOW,50,7,2026-04-11 20:52:06.901229
2026-03-14,Olly Alan COLLIS,Julia BARLOW,37,6,2026-04-11 20:52:06.901229
2026-03-21,Trung Hieu HOANG,Julia BARLOW,43,7,2026-04-11 20:52:06.901229
2026-03-28,Douglas BLACKWOOD,Stephanie FOURNIER,35,6,2026-04-11 20:52:06.901229
2026-04-04,Patrick NIEVES,Birgit ALTMANNINGER,33,6,2026-04-11 20:52:06.901229
2026-04-11,Paul REICHL,Lisa POSCH,44,7,2026-04-11 20:52:06.901229
